Customer_ID,Company_Name,Location,Business_Size,Industry_Type,Bounce_Rate,Time_Spent,Annual_Revenue,Website_Visits
f9481216,Mays-Riley,Berlin,Small,Health,30.97,12.55,127865,2114
9050294b,Salinas Group,Rome,Medium,Fashion,22.55,9.81,312254,1902
6a88871c,Williams-Franco,London,Small,Fashion,77.06,14.95,110646,17630
458f83c1,"Evans, Burns and Carlson",Amsterdam,Small,Health,79.18,1.27,93061,10664
185253c2,Whitaker-Walsh,Lisbon,Large,Groceries,23.24,10.84,588181,1779
328db293,Cruz and Sons,Amsterdam,Large,Health,42.26,4.27,928644,9783
1687819d,Clark and Sons,London,Large,Electronics,79.89,13.5,849628,5431
75a4672d,"Newton, Lee and Zavala",Berlin,Medium,Home Decor,67.1,13.6,337352,2950
4537e6d9,Williams-Wilson,Dublin,Small,Groceries,65.57,10.79,56655,3586
34fa664b,Mills Ltd,Rome,Small,Home Decor,32.88,11.07,73998,12371
2f03fe1e,Lopez-Smith,Madrid,Medium,Health,40.39,7.13,172978,17132
8c20a065,"Smith, Shields and Davis",London,Medium,Electronics,70.67,7.49,438749,2622
4006fb55,"Jones, Brown and Watkins",Rome,Large,Health,60.44,10.01,978914,8556
9eef1015,Nguyen Group,London,Small,Fashion,78.95,5.03,138806,8085
f3bbe395,Woods Group,Madrid,Large,Fashion,32.2,13.56,562138,1098
049d1a5a,"Gibbs, Weiss and Tucker",Madrid,Medium,Electronics,76.26,13.3,374610,2494
e27194b7,"Harvey, Thomas and Goodwin",Madrid,Small,Fashion,52.57,9.78,62293,8254
53249960,"Brown, Ramsey and Novak",Rome,Large,Health,73.51,14.44,688311,12341
60825005,Decker and Sons,Paris,Medium,Health,40.43,1.64,353384,3315
5cabd22c,Cole PLC,Dublin,Small,Groceries,77.83,8.97,125708,1427
6bab93ed,Quinn-Osborne,Dublin,Medium,Health,45.71,13.8,437047,2926
9f44439f,"Fischer, Baker and Torres",London,Large,Groceries,63.03,7.69,523116,8917
3f54e4e8,"Castillo, Chambers and Paul",Lisbon,Large,Home Decor,61.66,2.75,966493,8137
dcf2d647,Mcdaniel Ltd,Paris,Large,Home Decor,38.41,10.78,696592,8373
e4fef7b5,"Johnson, Carter and Johnson",Dublin,Small,Groceries,49.45,6.28,70601,11950
3f7d5ef1,Martin-Thomas,Rome,Small,Electronics,29.64,5.87,51448,3388
20e15a63,Ross-Smith,Lisbon,Small,Groceries,38.79,2.82,101270,7017
8427dc31,"Price, Small and Brown",Madrid,Small,Groceries,52.23,3.57,58014,7120
4e409cd7,Ruiz-Davenport,Berlin,Small,Electronics,38.46,12.98,59141,1499
096bd1f4,"Alvarado, Wood and Kelly",Dublin,Large,Fashion,58.59,13.49,939842,2520
18e8cceb,"Camacho, Chase and Hudson",Rome,Small,Fashion,58.23,14.43,122847,14566
1205edfc,Pearson-Decker,Madrid,Small,Fashion,29.09,13.64,61584,13583
b65bccbf,"Rivera, Shelton and Fitzpatrick",Amsterdam,Medium,Electronics,67.67,9.63,153406,10227
c80b2186,"Leach, Wood and Hansen",Rome,Medium,Home Decor,65.25,14.94,441758,18794
cef089d9,Mason PLC,Lisbon,Medium,Health,71.64,2.23,461123,14877
31e43e86,Mclaughlin and Sons,Madrid,Small,Groceries,22.79,14.35,81492,14732
a87bb661,Morrison-Taylor,Berlin,Small,Electronics,47.45,5.95,74449,3547
31eafbb6,"Arnold, Nolan and Odonnell",Madrid,Medium,Groceries,73.4,10.73,216104,1035
57f13ba0,Nash and Sons,Lisbon,Small,Fashion,68.07,12.79,79576,19046
9c427b43,Harvey-Sparks,Dublin,Small,Electronics,45.89,14.4,62972,6600
85741de3,"Clark, Mcguire and Foster",London,Medium,Health,67.14,8.31,406290,1140
ce239262,"Green, Allen and Washington",Rome,Large,Fashion,46.02,11.82,763787,15304
7a181925,"Aguirre, Rodriguez and Walsh",Paris,Large,Home Decor,39.94,8.71,882904,11254
a5466cb8,Cox-Dodson,Lisbon,Large,Groceries,30.05,10.67,700132,19219
f2e82cdc,Elliott-Stevens,Dublin,Large,Fashion,65.02,11.82,980861,8744
9022c011,"Gonzalez, Griffin and Clements",Lisbon,Large,Health,71.48,1.94,696838,6065
5eae7c45,Thompson-Oliver,Lisbon,Small,Health,36.57,14.46,90762,2750
f84c7aee,Richardson-Lucas,London,Large,Electronics,30.09,11.56,585204,1039
e861cb9a,"Perez, Davis and Mcdonald",Dublin,Small,Health,32.83,5.12,66706,8492
73a15154,"Campbell, Melendez and Baker",Berlin,Large,Electronics,23.55,2.24,646143,16967
a0726b67,Diaz-Ferguson,Madrid,Large,Electronics,63.87,13.94,951021,18199
aa4d9083,Flowers Ltd,London,Small,Groceries,78.44,14.39,125664,7431
8458bd18,Taylor-Patel,Dublin,Large,Electronics,64.14,11.29,566890,2183
681be964,Wheeler-Torres,Paris,Small,Home Decor,76.23,10.74,78707,5299
9aa4f4b6,Potter PLC,Berlin,Large,Groceries,49.88,12.91,566686,4382
21a2338c,Gill LLC,Paris,Medium,Electronics,22.49,11.88,218495,17493
1077fa5e,Riley-Jensen,London,Medium,Home Decor,73.18,6.7,357552,7456
fad25e7b,Edwards PLC,Dublin,Large,Fashion,40.67,12.1,621011,15416
3bbe040b,"Jones, Day and Bailey",Lisbon,Medium,Home Decor,43.87,9.18,470396,18605
d606d44a,Jones Ltd,Paris,Small,Fashion,61.03,10.12,128409,3937
85abd4ba,Smith Ltd,Amsterdam,Large,Fashion,48.18,6.29,818830,2339
deb16701,"Acosta, Johnson and Carroll",Berlin,Large,Health,33.09,14.22,515295,9639
01142218,Fernandez-Mitchell,Paris,Large,Health,69.27,1.94,702952,13841
7fdc774a,Williams Ltd,Berlin,Small,Health,24.87,13.16,65534,14755
deff2163,Cruz-Walker,Lisbon,Small,Health,23.35,6.68,98309,14686
86fd29cb,Palmer-Cox,Amsterdam,Medium,Fashion,42.99,10.81,230202,3756
515f5c89,Reed Ltd,Amsterdam,Medium,Home Decor,23.63,9.14,283555,10846
a44ba8e8,Charles Ltd,Dublin,Medium,Groceries,43.49,3.75,310522,7178
75d7ec1f,Smith Inc,Paris,Large,Groceries,40.63,5.23,816942,13351
8b12f1a0,Turner PLC,Berlin,Medium,Electronics,27.77,3.37,220617,15216
f24eee82,Williams PLC,London,Small,Home Decor,78.12,4.58,103862,5503
c663afcd,Perry-Wilson,Rome,Large,Health,61.73,4.73,579328,4323
7f393976,"Cameron, Houston and Moss",Dublin,Large,Groceries,76.95,9.32,860314,4214
d4f90390,Johnson-Myers,Amsterdam,Small,Electronics,63.46,13.7,143220,3773
091819b2,Hayes-Thompson,Amsterdam,Medium,Electronics,32.06,5.74,275527,5390
70f7029c,"Adams, Cordova and Harrell",Madrid,Medium,Electronics,73.34,10.33,341193,18420
ee05a8ef,"Thompson, Peterson and Cook",Paris,Small,Electronics,35.64,3.83,54552,8893
c9b0e63a,"Scott, Harris and Bailey",London,Small,Home Decor,70.9,8.41,103171,1917
d2bddccf,Murphy-Cantu,Rome,Large,Home Decor,42.19,7.54,881559,13792
d7b71c08,Nguyen Group,Madrid,Medium,Home Decor,67.76,6.62,290641,11993
9f3081f9,Griffin LLC,Paris,Medium,Electronics,46.2,8.9,292006,13878
07e881e6,Gray Group,Amsterdam,Large,Health,66.62,6.35,923045,3083
395c306e,Adams Inc,Amsterdam,Small,Home Decor,27.59,3.48,87427,13122
5ca9e55c,Jordan-Jackson,Dublin,Large,Fashion,54.36,13.95,991178,11038
f69304b3,"Stafford, Hernandez and King",London,Medium,Electronics,65.63,9.34,319396,13163
b23a3ce7,"Reid, Vasquez and Garcia",Amsterdam,Medium,Home Decor,70.65,3.54,275583,1443
16b59f81,Johnson-Hall,Lisbon,Medium,Electronics,34.38,11.88,458545,4888
f44959d2,"Martin, Sharp and Johnson",Madrid,Small,Groceries,27.35,12.39,56899,9676
37bff338,Gross Group,Paris,Small,Electronics,76.46,12.43,89452,11378
7bdc72c3,"Dean, Baker and Nelson",Madrid,Small,Fashion,47.17,6.78,136217,16004
1208ef81,Green-Adams,Paris,Small,Fashion,21.8,10.04,145796,4997
afbadafb,Thomas-Sanchez,Lisbon,Large,Home Decor,75.19,2.99,563045,3601
f8b474d7,Woods-Reed,Rome,Large,Health,46.8,13.83,792019,10202
d5a449ea,"Proctor, Bright and Morgan",Rome,Small,Electronics,41.76,14.57,86616,6774
6c385680,Patterson Ltd,Amsterdam,Large,Groceries,35.59,12.82,841043,17320
dc90e2ef,"Phillips, Wise and Gibson",Dublin,Small,Groceries,31.64,14.51,134948,1829
f67f8902,"Norman, Galvan and Myers",Amsterdam,Medium,Electronics,33.35,7.23,387485,5327
050cefad,"Bates, Hernandez and Nichols",Amsterdam,Medium,Home Decor,44.4,3.73,151786,4652
aa9aa9da,Malone-Vazquez,Madrid,Small,Fashion,75.5,9.81,96807,5997
72fdbda6,Morales-Herman,Lisbon,Large,Fashion,21.48,14.1,670648,18011
69a98d5a,Gomez Inc,Dublin,Small,Fashion,75.25,7.77,139445,6838
5760df1d,Sanchez Group,Berlin,Small,Home Decor,31.18,7.48,75541,4929
abf75f11,"Armstrong, Kelly and Rodriguez",Amsterdam,Small,Health,38.07,14.55,140741,5044
07ee2326,Martinez PLC,Paris,Medium,Health,68.37,10.72,409196,6389
5baadca6,"Gomez, Maxwell and Lozano",Dublin,Small,Fashion,31.89,9.71,96014,6051
8796779e,Castillo-Lyons,Amsterdam,Small,Fashion,56.06,3.61,145191,16880
9f884f96,"Stark, Pope and Bowers",Paris,Medium,Electronics,63.15,14.53,334680,7986
40f02837,Marquez-French,Paris,Small,Electronics,29.05,10.71,108024,8433
18a11894,"Santana, Johns and Reese",Paris,Large,Health,56.48,1.02,690627,16521
112e4901,"Benton, Ryan and Davis",Paris,Medium,Electronics,27.75,6.93,195670,17622
f0ce566c,Morrison LLC,Rome,Small,Groceries,43.83,13.7,122250,16044
b11ccb5c,"Fitzgerald, Atkins and Baldwin",Dublin,Large,Electronics,43.35,7.97,563331,17569
c36006d7,"Williams, Riley and Tucker",Berlin,Small,Groceries,22.31,1.2,66342,6110
c0626a04,Coleman-Miller,Amsterdam,Small,Home Decor,58.69,14.33,122564,8283
76db4272,Bullock-Gill,Berlin,Large,Fashion,77.82,7.9,916157,15245
6f31d617,"Graves, Williamson and Calhoun",Madrid,Large,Home Decor,66.76,7.7,670033,15503
10aa48f2,Horne PLC,Madrid,Small,Electronics,32.59,14.58,78402,6005
c8096700,Hanna-Hull,Berlin,Small,Health,21.01,2.49,129616,10569
51b901de,Malone Group,Madrid,Small,Home Decor,53.61,10.38,147067,19549
c29db762,Strong-Peters,Berlin,Large,Electronics,30.72,14.42,712351,2873
69318a15,Shea-Morris,Amsterdam,Small,Health,79.57,5.73,98705,2615
173f6577,"Anderson, Murphy and Garcia",Amsterdam,Small,Groceries,71.87,4.42,134902,4759
2191145e,Frazier-West,Dublin,Medium,Groceries,61.02,7.88,204810,8743
8a1812fb,Gonzalez PLC,Dublin,Medium,Home Decor,33.75,8.82,309851,4998
cc66b49c,"Lee, Long and Morales",Rome,Small,Fashion,73.31,2.0,100510,6718
634be356,Clark-Nelson,Amsterdam,Large,Fashion,50.52,5.02,709347,8511
211665bd,Gilbert and Sons,Lisbon,Large,Home Decor,43.17,5.39,645149,16602
acf6fa65,Mathews and Sons,Dublin,Medium,Home Decor,35.09,2.02,241373,3205
9777c4b0,"Franklin, Skinner and Garrison",Rome,Small,Groceries,78.64,4.75,60157,19554
0e184116,Watson Group,Rome,Medium,Groceries,36.3,8.97,197881,19881
4f7fd874,Mack Group,Amsterdam,Large,Electronics,55.46,7.31,760389,12722
800ba08b,House Group,Berlin,Small,Groceries,68.21,12.36,52380,9310
c06ade30,Jones Inc,Berlin,Medium,Electronics,60.0,2.0,491851,17257
6211c96c,Adkins Ltd,London,Small,Fashion,28.98,2.03,76448,19729
f579c7e5,Terry Ltd,Paris,Large,Groceries,74.36,9.68,742619,18431
4fa1167f,Baird-Howard,Lisbon,Medium,Fashion,53.98,8.33,263047,3431
b7c73976,Young-Stephenson,Berlin,Medium,Groceries,73.59,4.24,465592,7074
ddfd3220,Crawford Ltd,Berlin,Medium,Groceries,60.5,1.4,327796,19899
fdab9b3e,"Jones, Owens and Booker",Lisbon,Large,Health,45.22,4.32,834183,7815
c9007b16,Lynn-Edwards,Madrid,Small,Fashion,56.16,9.82,100099,11774
50b44e04,Cook Inc,Madrid,Small,Fashion,77.23,10.41,125788,11973
377039c2,Weaver Group,Berlin,Small,Fashion,28.68,3.22,126820,3269
c5a10fc0,Payne-Cox,Rome,Small,Home Decor,49.18,6.29,87065,19449
78bfcd69,"Carpenter, Pierce and Lynch",Lisbon,Medium,Groceries,20.41,1.7,223548,14790
363af715,"Scott, Garcia and Price",Lisbon,Medium,Home Decor,38.55,10.32,378201,17266
9a2c5899,Smith Inc,Amsterdam,Medium,Health,46.87,7.3,312273,3917
db6f3cd5,Sanchez Group,Amsterdam,Small,Groceries,73.43,6.97,54426,9419
4befef1a,Simmons LLC,Rome,Small,Fashion,44.4,5.94,141623,8228
b33ab153,"Mckinney, White and Walton",Lisbon,Small,Fashion,55.33,6.41,85703,19515
42ebafb6,"Hill, Greene and Miller",Amsterdam,Large,Electronics,77.77,7.18,557625,19528
bc6a724e,"Carter, Davis and Contreras",Rome,Small,Health,61.76,4.12,76986,2623
91793379,Fletcher-Downs,Rome,Large,Groceries,63.14,3.51,683378,4608
9cb45a37,"Graham, Howard and Werner",Berlin,Large,Electronics,47.76,10.44,723644,10820
7a0af593,Reynolds-Hicks,Paris,Small,Home Decor,56.84,13.83,131364,19336
f64d437f,Powers PLC,Rome,Large,Groceries,40.92,4.94,844698,15241
bf313c13,Jensen-Mcbride,Paris,Medium,Home Decor,65.22,13.25,303176,8255
316a9303,Gibson and Sons,Madrid,Large,Home Decor,67.13,12.08,660093,4975
4f640a3e,Phillips-Moreno,Amsterdam,Large,Health,55.35,11.54,627118,9469
4acd6884,Perkins-Smith,Madrid,Large,Groceries,37.11,9.05,641369,14432
a3cdf606,Davis LLC,Madrid,Small,Health,65.54,12.71,141699,19394
1d0da1a8,Gomez-Brown,Berlin,Small,Electronics,22.86,5.59,105067,5204
daf29e9f,Shaffer Group,Lisbon,Large,Electronics,79.3,10.37,779540,18117
25a01a5b,"Mitchell, Reyes and Smith",Madrid,Small,Electronics,29.46,14.54,149647,19710
664e245b,Lawrence-Nelson,Lisbon,Small,Fashion,61.48,2.61,112749,2420
69632860,Carroll-Johnson,Lisbon,Medium,Home Decor,73.95,8.26,251039,10406
20377693,Hill Ltd,Amsterdam,Medium,Home Decor,48.36,9.2,215883,2221
141a59d2,Thomas-Reeves,Paris,Small,Fashion,38.11,8.93,89896,13501
13ad9613,Davidson-Johnson,London,Small,Health,33.41,1.76,53589,5634
a237289c,"Salazar, Rivera and Martinez",Rome,Small,Electronics,66.73,3.86,110485,11922
63085c00,Lambert-Washington,Amsterdam,Medium,Health,62.42,6.48,323418,12055
b4fec052,Vazquez Inc,Lisbon,Small,Health,76.4,14.59,60339,19797
6da2ab84,"Thompson, Briggs and Silva",Paris,Small,Home Decor,62.35,8.74,74792,9499
57c64c1b,Perry PLC,Rome,Medium,Groceries,33.28,2.01,434185,19046
3920dc0e,Williams Inc,Rome,Small,Electronics,37.8,3.57,103398,6163
fb25b45e,"Cowan, Herrera and Schultz",Berlin,Small,Electronics,31.69,7.41,74000,9687
e3df3d3f,"Gray, Buck and Mendez",Amsterdam,Small,Fashion,21.12,4.25,109082,19987
ed98565e,"Simpson, Ponce and Carr",Amsterdam,Large,Groceries,66.89,8.56,514691,2070
1f6898cf,Sanders-Ross,Rome,Large,Electronics,54.14,4.93,894927,2642
23592f4d,Miller Ltd,Berlin,Large,Fashion,58.8,14.61,729719,10373
91d4d778,Williams Group,London,Medium,Home Decor,31.3,1.53,258968,11437
b420fa81,Lee and Sons,Dublin,Small,Electronics,52.19,12.08,98052,2537
a6ae0e42,Hernandez-Harris,Berlin,Small,Health,56.57,4.92,101228,12086
1aac31ce,Young-Henderson,Berlin,Medium,Home Decor,63.79,11.55,233616,7519
c16fde7a,Hays-Griffin,Paris,Small,Health,79.64,9.73,80641,1305
1e8fc189,Peterson Ltd,Berlin,Small,Electronics,39.81,9.03,64130,8062
6f719f4b,Petersen-Rodriguez,Paris,Small,Electronics,21.32,3.76,103515,16350
e92c3470,Hooper-Baker,Lisbon,Small,Fashion,60.22,6.99,109807,12966
056fe57a,Wood-Russell,Dublin,Medium,Groceries,28.52,7.7,469796,12382
2089b56c,Nelson LLC,Rome,Small,Fashion,30.41,9.98,77604,2836
be733445,Barnes-Aguirre,London,Small,Electronics,64.08,8.79,83857,16978
2c239388,Smith-Davis,Berlin,Small,Fashion,33.01,11.03,67276,2529
782ddbb7,Cruz Ltd,Berlin,Large,Home Decor,47.51,14.25,919198,1536
0f16322e,"Hood, Baker and Jackson",London,Medium,Electronics,77.46,10.27,219418,10590
109c845f,Barrett and Sons,Dublin,Medium,Fashion,46.36,13.3,366839,9485
07966602,Thomas-Miller,Lisbon,Large,Fashion,69.9,7.67,833480,17226
90c5f663,"Smith, White and Lynn",Rome,Medium,Groceries,26.35,12.01,464951,6992
44d3bbb5,Savage-Wood,Madrid,Small,Groceries,41.59,8.58,120362,15441
e8a3faab,"Edwards, Green and Baker",Berlin,Large,Groceries,57.74,5.75,957290,3100
81a1143b,Anderson-Lucas,Berlin,Small,Home Decor,55.93,12.24,126668,12247
f232f475,"Greene, Joyce and Wall",Amsterdam,Medium,Health,36.9,4.57,415884,5831
647d6032,Castro Inc,Paris,Medium,Electronics,57.63,7.32,190008,7104
487392f1,Rogers Inc,London,Small,Fashion,25.16,1.66,119588,16004
91e7f22d,"Ross, Gordon and Weaver",Dublin,Small,Home Decor,78.95,8.74,147353,2638
e1b945ee,Benson-Jones,London,Medium,Fashion,71.78,7.79,168903,8390
4ec6e5a4,Ramsey PLC,Berlin,Medium,Fashion,55.27,9.67,282026,12631
187ea4a6,Rush PLC,Berlin,Large,Home Decor,64.11,13.56,557353,17187
0859ed1b,"Lloyd, Alexander and Smith",London,Small,Electronics,28.53,7.89,100831,9340
a4cfad45,Welch-Harris,Paris,Small,Health,47.26,3.29,97279,10478
d1f6cba2,"Hernandez, Howard and Hawkins",Berlin,Small,Fashion,42.54,6.28,92008,9541
c9d57142,"Ward, Gonzalez and Potter",Amsterdam,Small,Electronics,64.4,1.02,120723,7406
8584c7a9,Foster-Thornton,Paris,Medium,Home Decor,38.12,13.28,159711,10985
f7379c4f,Blake Inc,Lisbon,Large,Health,54.81,5.63,642063,16224
5e06dd18,Tucker-Martinez,Dublin,Small,Fashion,71.61,9.59,99482,17629
60879bb0,Smith Inc,Rome,Small,Health,65.97,5.39,139374,15686
8bb2c53a,"Stephens, Riddle and Wilcox",Lisbon,Medium,Health,62.12,3.54,373944,7855
17cd97ad,Colon-Cook,Berlin,Large,Home Decor,44.85,4.75,737162,17318
d7b2e9f6,"Miller, Daniels and Gilbert",Lisbon,Medium,Electronics,29.6,6.02,230537,1574
8746af27,Tucker Group,Amsterdam,Small,Groceries,40.96,2.17,129244,5385
8909e84e,Morales-Foley,Dublin,Large,Home Decor,54.36,13.98,579120,10366
afb1d262,"Jones, Walton and Logan",London,Small,Home Decor,75.44,14.37,103806,8155
22949d29,Obrien-Young,Dublin,Small,Health,39.06,11.6,141898,14180
0133161a,"Roy, Roberts and Robbins",Paris,Medium,Electronics,47.8,11.08,230830,14389
63d17f7b,Smith-Massey,Berlin,Large,Home Decor,59.84,14.36,522411,15138
c0369efc,Nielsen-Cox,Amsterdam,Small,Home Decor,59.79,9.73,53547,19062
e0d1b779,"Guerrero, Johnson and Perkins",Rome,Small,Electronics,32.29,2.5,135813,18639
7a246e13,"Anderson, Johnson and Hendrix",Dublin,Small,Home Decor,54.43,12.92,79419,6145
f640380b,Carlson-Hurst,London,Large,Fashion,30.61,3.13,997947,6665
9aa91731,Kramer-Johns,London,Medium,Home Decor,50.68,13.76,209063,13205
67266149,Walters Group,Berlin,Medium,Health,45.03,7.99,360483,10763
a603e84e,Shaw-Reyes,Dublin,Small,Health,26.58,5.57,122911,18604
9db94f0b,Delgado-Glover,Dublin,Medium,Home Decor,79.33,11.5,150504,2395
93f7b24c,"Young, Rogers and Tapia",Amsterdam,Small,Health,75.68,13.82,115251,15491
7b60ca5f,Johnson Group,Lisbon,Small,Home Decor,51.25,11.86,100818,14163
9679691f,"Stein, Parker and Roach",Madrid,Medium,Home Decor,66.5,2.66,378246,5236
b779313f,"Larsen, Brown and Gregory",Paris,Medium,Electronics,26.71,2.97,378652,5745
9ba9c2c2,Black-Evans,Berlin,Small,Electronics,30.98,5.28,58383,2490
e3da1f80,Ramsey Ltd,Madrid,Small,Health,35.18,4.04,64780,10221
02c02be4,Martinez Inc,Lisbon,Large,Health,66.35,10.8,558677,3950
fb135001,Wilson Ltd,Lisbon,Large,Groceries,29.21,11.64,808349,10099
04fb1a14,"Williams, Golden and Morton",London,Large,Electronics,50.82,3.79,885539,19007
60cde2f9,Mcmillan-Reyes,Dublin,Small,Electronics,72.51,6.91,52744,6508
abf4606e,Thomas and Sons,Dublin,Small,Fashion,40.87,3.75,71141,18669
a0aaaac4,Higgins LLC,Rome,Small,Health,43.76,13.22,50504,11543
54b7428e,"Delgado, Harmon and Wilson",Dublin,Medium,Electronics,36.21,13.41,273178,19016
3dbf261a,Vazquez-Willis,Dublin,Medium,Health,61.35,13.95,472933,6600
aae235e8,Adams-Phillips,Dublin,Small,Groceries,43.89,10.77,71497,15987
5d11fef8,Moore-Montgomery,Amsterdam,Small,Electronics,30.64,8.78,77106,17436
674fe0f4,Wilcox-Rodriguez,Amsterdam,Large,Electronics,32.87,7.77,971927,3729
d3cb5d2e,Martinez PLC,Rome,Large,Fashion,73.0,14.49,978702,14188
8e966ad2,Jackson PLC,Berlin,Medium,Groceries,26.29,7.08,309753,4560
87b8a5d3,"Obrien, Garcia and Perez",Dublin,Small,Electronics,29.3,8.08,70558,7590
98cbd3e1,"Hobbs, Woods and Lambert",Paris,Large,Health,29.14,10.42,945199,17649
eb39efba,Young-Curtis,Paris,Medium,Electronics,47.67,9.4,183188,18313
256a53a4,"Robinson, Sanders and Page",Lisbon,Medium,Fashion,44.36,13.54,408479,13636
679d46d5,Lopez and Sons,London,Large,Fashion,45.35,9.81,694110,6473
378b4698,Solomon LLC,Dublin,Large,Health,51.36,12.99,926361,9729
480386b2,Neal Group,Paris,Small,Health,27.65,9.49,103706,4826
2c4e4fb6,Russell and Sons,Lisbon,Large,Fashion,41.14,9.31,803854,18473
04c6e11a,"Alvarez, Brown and Mercado",Paris,Large,Home Decor,41.0,7.96,885050,1545
0c0079e6,Williams and Sons,Berlin,Large,Groceries,42.61,10.74,930952,14082
4342ac83,Marshall-Davis,Amsterdam,Small,Health,72.19,9.05,62347,5533
302020c6,Murray and Sons,Rome,Medium,Electronics,38.48,8.1,446488,6325
fa682881,"Hester, Scott and Summers",Rome,Medium,Electronics,56.14,10.4,479397,1295
2d0539e4,Smith and Sons,Lisbon,Large,Home Decor,73.2,9.11,818678,1736
d29bc9b8,"Anderson, Colon and Wolf",Lisbon,Medium,Groceries,28.56,9.64,371801,10978
4e17e6d1,Barr-Davis,London,Medium,Health,57.12,7.78,444879,1126
c1c3c23e,Ramirez-Weber,Lisbon,Medium,Groceries,35.29,5.93,473909,19709
79580c59,Williams-Jones,Madrid,Medium,Home Decor,24.52,8.13,468905,17517
ab2b433a,Stafford LLC,Madrid,Small,Groceries,47.72,5.05,110074,18006
3ad9bef4,"Adams, Rice and Bush",Rome,Small,Groceries,63.98,8.51,119889,4500
eb098699,"Alexander, Hardy and Snyder",Amsterdam,Medium,Health,52.02,4.71,315695,1323
4213dc2a,Smith-Hall,Berlin,Large,Health,68.37,13.26,671268,6600
4699ff17,Moore-Roberson,London,Small,Electronics,43.91,14.46,55122,13999
d6eb6f9c,Robinson Inc,Amsterdam,Medium,Health,56.11,1.86,435404,6870
bd4bd5c1,Frank PLC,Madrid,Large,Home Decor,41.51,2.46,616099,1017
996f2b49,"Kline, Baker and Anderson",Paris,Large,Fashion,39.79,5.27,927192,18722
46195989,Johnson PLC,Paris,Large,Health,64.21,4.67,948062,4472
ad2295d4,Hall-Cross,Rome,Medium,Electronics,20.87,13.96,384398,13142
f2382870,Perez PLC,Dublin,Small,Fashion,32.77,10.52,144398,13791
6edd0a9b,Jones PLC,Amsterdam,Small,Health,73.32,11.9,96647,7661
00f56ca5,Logan Group,Dublin,Medium,Groceries,37.57,8.81,446398,7277
4c6b3074,"Mclaughlin, Brady and Mccormick",Lisbon,Large,Home Decor,45.92,8.97,763536,16723
e98912b4,Walsh-Alexander,Dublin,Large,Fashion,51.85,3.27,960423,2144
fe68bf36,Fletcher-Wang,Dublin,Small,Electronics,45.66,13.44,66105,2559
87ea2cda,Gilbert-Thomas,Paris,Medium,Home Decor,38.18,14.57,218958,2417
415ca6a3,"Hicks, Greene and May",Amsterdam,Medium,Home Decor,59.92,14.37,442881,14135
1a125565,"Dean, Ferguson and Clark",Rome,Small,Home Decor,76.4,6.29,66521,4828
a095f275,Simpson PLC,Rome,Medium,Health,55.84,13.21,221790,11335
831f3634,Boyd-Rhodes,Amsterdam,Small,Electronics,76.34,3.53,129821,1259
a1bb5b11,Garcia-Madden,Rome,Small,Electronics,75.91,10.07,88652,15404
ee4d4ff9,Gonzalez and Sons,Dublin,Medium,Groceries,38.44,13.61,309161,18733
46f3db5a,Robertson-Green,Madrid,Large,Home Decor,42.34,4.12,729153,11690
46cb7225,Owens-Mitchell,Berlin,Small,Electronics,52.06,5.38,114107,3681
1df697c4,"Lewis, Flowers and Gilbert",Berlin,Medium,Home Decor,63.72,4.05,237150,2846
35cbeb7c,Stevenson and Sons,Dublin,Large,Electronics,43.66,10.22,996242,3995
061771c3,Lee-Campbell,London,Large,Groceries,34.21,11.9,575071,16181
72ccf8be,Rice PLC,Lisbon,Small,Groceries,66.34,8.51,121509,9073
91137797,Wright-Alexander,Rome,Large,Home Decor,62.74,5.5,670249,6602
87af7346,"Edwards, Williams and Todd",Berlin,Large,Home Decor,30.22,12.78,573371,11244
3e9f6981,Estrada Inc,London,Medium,Fashion,78.65,5.59,343066,3753
127c114a,Moran LLC,Lisbon,Small,Fashion,40.16,1.73,133457,2545
e9ea8bc0,Reid-Perez,Rome,Medium,Health,25.56,7.28,311091,9822
68c1073f,"Goodman, Williams and Smith",Lisbon,Small,Home Decor,58.32,5.99,68500,10750
57ea6e7d,Marshall PLC,Lisbon,Large,Home Decor,26.73,12.05,741825,4902
79b72026,"Jacobson, Coleman and Hebert",Rome,Large,Home Decor,62.14,14.72,740891,7535
d0664ab3,Rich-Morgan,Madrid,Medium,Health,32.19,5.67,406026,17729
dfc61294,"Randall, Flores and English",Dublin,Small,Electronics,27.49,4.05,60898,3249
1fe26a48,"Logan, Dawson and Harris",Paris,Small,Health,75.11,14.73,105983,2226
f05263ee,Ritter-Hendrix,Lisbon,Large,Health,73.38,12.37,791933,3238
62bef84c,Davis-Miller,Rome,Small,Groceries,52.6,3.75,87387,19181
35d7efdf,Noble Group,Amsterdam,Small,Home Decor,61.06,5.39,66020,15587
50df48b8,Jenkins-Branch,Madrid,Medium,Home Decor,69.9,3.98,321672,8419
04ae3b65,"Tapia, Alvarez and Jones",Lisbon,Large,Fashion,26.09,8.9,556299,12673
c9266f8c,Vargas and Sons,Amsterdam,Large,Groceries,31.28,4.91,700025,17271
3a3b52dd,"Black, Aguilar and Briggs",London,Large,Groceries,46.56,6.3,585242,14024
d54e8257,Townsend-Stephens,London,Medium,Electronics,32.59,6.54,458104,19860
0dee34be,Thompson-Woods,Madrid,Medium,Groceries,35.72,13.68,177609,19845
